"#","WST_ID","CO2Y","WST_LONG","WID","WST_ELEV","WST_LAT","WNDHT","WST_NOTES","CLIM_ID","REFHT"
"","KEMB","380","37.460","d98571a0d06c2e75fe446645cb52928351ee2cefc33c0ac05d79beb9b519af51","-3709","-0.550","2.0","Embu Met, Kenya","KAXA","2.0"
"%","W_DATE","TMAX","SRAD","TMIN","RAIN"
"","20930319","32.2","25.2","21.7","0.0"
"","20930320","32.2","21.9","21.3","27.0"
"","20930321","33.6","26.1","20.4","0.0"
"","20930322","32.5","20.2","21.5","0.0"
"","20930323","26.7","21.1","22.4","50.4"
"","20930324","32.0","17.2","21.3","0.0"
"","20930325","32.2","21.4","22.0","0.0"
"","20930326","26.6","18.1","22.0","29.1"
"","20930327","29.8","15.6","21.8","20.1"
"","20930328","32.7","24.5","21.3","0.0"
"","20930329","30.4","22.9","22.2","30.0"
"","20930330","30.5","18.6","22.1","0.0"
"","20930331","30.4","18.7","21.0","0.0"
"","20930401","31.0","22.3","21.3","2.0"
"","20930402","32.3","22.5","21.3","0.5"
"","20930403","32.2","20.1","21.5","2.8"
"","20930404","31.8","21.8","21.5","0.9"
"","20930405","32.8","24.4","20.2","0.0"
"","20930406","34.0","27.8","19.7","0.0"
"","20930407","33.6","23.3","19.6","0.0"
"","20930408","32.0","25.4","19.6","0.0"
"","20930409","31.9","27.2","19.1","0.0"
"","20930410","33.2","27.1","20.0","0.0"
"","20930411","34.9","26.3","21.4","0.0"
"","20930412","33.7","21.6","22.4","0.0"
"","20930413","34.0","22.5","21.1","0.0"
"","20930414","33.0","19.0","21.3","9.6"
"","20930415","30.8","20.9","22.0","15.0"
"","20930416","29.0","15.7","21.4","14.7"
"","20930417","29.7","17.8","21.3","5.4"
"","20930418","30.7","14.9","21.6","3.4"
"","20930419","27.5","17.9","21.7","22.5"
"","20930420","30.6","15.4","21.4","9.5"
"","20930421","28.2","15.8","21.7","35.6"
"","20930422","29.2","16.5","22.6","18.9"
"","20930423","27.4","12.4","21.6","51.7"
"","20930424","29.5","21.6","21.5","0.0"
"","20930425","30.7","22.5","21.6","14.7"
"","20930426","29.9","17.7","21.8","3.5"
"","20930427","30.4","17.9","22.0","44.3"
"","20930428","30.2","16.7","21.5","26.1"
"","20930429","29.0","13.8","22.0","12.2"
"","20930430","28.7","16.1","21.8","60.8"
"","20930501","32.0","12.7","20.8","16.7"
"","20930502","31.9","14.4","21.5","0.0"
"","20930503","31.7","13.2","21.3","34.9"
"","20930504","30.0","13.9","21.3","13.0"
"","20930505","32.1","14.7","21.2","20.7"
"","20930506","30.3","14.9","21.4","0.0"
"","20930507","30.4","14.5","21.9","31.9"
"","20930508","30.2","10.6","22.0","37.8"
"","20930509","33.1","18.3","21.3","15.5"
"","20930510","31.5","17.5","21.6","14.8"
"","20930511","32.0","19.0","21.0","0.0"
"","20930512","29.0","14.8","22.4","0.0"
"","20930513","33.2","19.5","22.3","23.5"
"","20930514","30.1","18.5","21.9","12.7"
"","20930515","29.5","16.7","21.2","0.0"
"","20930516","28.1","17.4","21.0","0.0"
"","20930517","30.1","20.7","20.5","0.0"
"","20930518","28.9","21.3","20.5","0.0"
"","20930519","29.0","18.2","20.6","0.0"
"","20930520","29.5","17.5","20.2","0.0"
"","20930521","28.0","14.3","20.2","0.0"
"","20930522","25.5","14.8","20.3","14.7"
"","20930523","27.3","18.4","20.1","13.3"
"","20930524","28.3","15.8","19.9","0.0"
"","20930525","29.8","18.7","20.7","0.0"
"","20930526","28.4","18.0","21.1","0.0"
"","20930527","28.4","18.8","21.4","0.0"
"","20930528","29.7","19.1","20.8","15.9"
"","20930529","27.1","14.7","19.9","0.0"
"","20930530","26.2","13.9","19.0","0.0"
"","20930531","27.9","19.5","19.0","0.0"
"","20930601","29.0","17.9","20.0","0.0"
"","20930602","27.2","19.4","20.3","0.0"
"","20930603","29.6","20.1","20.9","0.0"
"","20930604","30.3","19.7","20.9","0.0"
"","20930605","29.7","18.3","20.7","0.0"
"","20930606","30.9","17.0","20.2","0.0"
"","20930607","29.3","16.1","21.4","4.9"
"","20930608","29.2","18.7","21.1","0.0"
"","20930609","29.1","14.6","21.4","9.2"
"","20930610","29.8","17.2","18.7","0.0"
"","20930611","29.4","21.2","17.6","0.0"
"","20930612","29.4","21.8","17.7","0.0"
"","20930613","28.9","18.3","18.1","0.0"
"","20930614","30.1","20.0","17.5","0.0"
"","20930615","29.4","15.9","19.8","0.0"
"","20930616","27.4","12.6","19.8","0.0"
"","20930617","28.1","14.0","19.8","0.0"
"","20930618","28.8","15.6","18.3","0.0"
"","20930619","29.1","17.7","18.5","0.0"
"","20930620","28.5","17.7","19.4","0.0"
"","20930621","29.0","20.4","19.3","0.0"
"","20930622","28.8","23.1","18.7","0.0"
"","20930623","28.8","20.7","18.8","0.0"
"","20930624","28.5","20.4","18.4","0.0"
"","20930625","29.4","18.0","18.8","0.0"
"","20930626","28.5","14.2","18.7","0.0"
"","20930627","28.5","12.4","18.7","0.0"
"","20930628","27.7","13.8","19.4","0.0"
"","20930629","28.3","17.4","19.1","0.0"
"","20930630","29.0","19.8","18.8","0.0"
"","20930701","27.4","20.2","17.8","0.0"
"","20930702","28.1","19.4","18.5","0.0"
"","20930703","28.2","21.9","18.6","0.0"
"","20930704","26.5","18.4","18.5","3.2"
"","20930705","26.8","6.9","18.5","6.3"
"","20930706","26.3","8.9","16.8","0.0"
"","20930707","27.2","16.2","15.8","0.0"
"","20930708","27.1","14.9","15.8","0.0"
"","20930709","27.9","20.1","15.5","0.0"
"","20930710","26.8","13.9","16.4","0.0"
"","20930711","26.7","14.8","17.8","0.0"
"","20930712","28.3","13.7","17.3","0.0"
"","20930713","27.8","17.2","17.5","0.0"
"","20930714","28.0","15.3","17.9","0.0"
"","20930715","27.6","11.2","17.3","0.0"
"","20930716","27.6","12.5","17.0","2.6"
"","20930717","27.7","13.9","16.7","0.0"
"","20930718","27.9","14.7","16.9","0.0"
"","20930719","29.4","22.7","18.5","0.0"
"","20930720","29.1","16.3","18.1","0.0"
"","20930721","26.3","21.8","19.0","0.0"
"","20930722","30.1","18.9","18.6","0.0"
"","20930723","29.5","23.3","16.8","0.0"
"","20930724","29.2","20.7","16.4","0.0"
"","20930725","29.3","15.7","15.6","0.0"
"","20930726","28.0","14.1","17.8","0.0"
"","20930727","29.6","14.9","18.2","0.0"
"","20930728","29.0","11.6","17.6","0.0"
"","20930729","30.8","19.6","18.0","0.0"
"","20930730","30.7","16.5","17.6","0.0"
"","20930731","29.9","12.9","16.9","0.0"
"","20930801","27.8","10.2","16.3","0.0"
"","20930802","28.7","15.0","15.2","0.0"
"","20930803","25.4","9.1","16.5","2.5"
"","20930804","25.9","9.4","15.3","0.0"
"","20930805","27.5","12.7","15.8","0.0"
"","20930806","28.3","10.9","15.1","0.0"
"","20930807","28.3","14.1","14.7","0.0"
"","20930808","28.6","20.7","16.2","0.0"
"","20930809","27.6","18.1","16.5","0.0"
"","20930810","28.0","9.8","16.9","0.0"
"","20930811","25.7","10.3","17.8","2.8"
"","20930812","28.9","15.5","17.3","0.0"
"","20930813","30.5","18.7","17.5","0.0"
"","20930814","30.4","21.6","17.8","5.3"
"","20930815","30.0","16.5","18.5","0.0"
"","20930816","28.4","14.3","17.6","0.0"
"","20930817","28.9","16.3","16.5","3.4"
"","20930818","26.0","13.7","16.8","0.0"
"","20930819","28.1","17.7","17.0","0.0"
"","20930820","28.6","14.3","17.5","0.0"
"","20930821","26.4","12.8","18.2","0.0"
"","20930822","24.7","10.2","17.4","0.0"
"","20930823","28.3","14.1","17.0","0.0"
"","20930824","29.5","15.2","16.5","0.0"
"","20930825","28.5","15.3","17.8","0.0"
"","20930826","29.6","15.3","18.2","11.3"
"","20930827","29.7","14.6","18.6","0.0"
"","20930828","29.7","23.6","15.0","0.0"
"","20930829","28.9","26.9","13.9","0.0"
"","20930830","29.9","23.1","14.5","0.0"
"","20930831","28.9","21.8","15.3","0.0"
"","20930901","28.8","16.2","17.8","0.0"
"","20930902","29.3","17.2","17.3","0.0"
"","20930903","29.6","18.2","16.9","0.0"
"","20930904","30.4","24.8","17.7","0.0"
"","20930905","30.2","21.5","18.8","0.0"
"","20930906","29.7","21.8","18.5","9.7"
"","20930907","27.6","17.5","18.3","0.0"
"","20930908","28.8","16.7","16.4","0.0"
"","20930909","29.2","19.7","15.7","0.0"
"","20930910","29.2","20.1","17.5","0.0"
"","20930911","31.0","22.3","17.9","0.0"
"","20930912","30.5","21.7","18.5","0.0"
"","20930913","31.3","21.7","18.1","0.0"
"","20930914","30.8","19.3","16.8","14.1"
"","20930915","30.6","21.1","16.0","0.0"
"","20930916","30.6","21.0","17.6","0.0"
"","20930917","28.0","17.5","17.5","0.0"
"","20930918","29.1","18.7","17.5","0.0"
"","20930919","29.9","22.0","17.8","0.0"
"","20930920","30.7","26.9","17.5","0.0"
"","20930921","30.3","24.3","18.8","0.0"
"","20930922","30.6","21.1","18.9","0.0"
"","20930923","31.1","25.3","17.0","0.0"
"","20930924","31.5","25.6","17.2","0.0"
"","20930925","31.0","22.7","18.2","0.0"
"","20930926","30.9","25.0","17.2","0.0"
"","20930927","30.8","22.4","17.8","0.0"
"","20930928","30.5","22.3","17.0","0.0"
"","20930929","31.5","23.1","17.9","0.0"
"","20930930","30.6","17.2","17.1","0.0"
"","20931001","32.2","17.4","17.9","0.0"
"","20931002","31.2","15.1","19.0","0.0"
"","20931003","29.0","17.7","19.5","0.0"
"","20931004","30.1","17.8","19.6","0.0"
"","20931005","32.2","21.6","19.2","0.0"
"","20931006","33.8","24.3","19.3","0.0"
"","20931007","33.5","25.1","19.8","0.0"
"","20931008","34.1","20.6","19.8","0.0"
"","20931009","32.8","21.8","17.4","0.0"
"","20931010","33.1","25.3","16.5","0.0"
"","20931011","33.9","25.8","17.3","0.0"
"","20931012","33.9","20.6","17.7","0.0"
"","20931013","33.7","18.1","17.7","0.0"
"","20931014","33.6","25.6","18.1","0.0"
"","20931015","33.7","23.8","18.1","0.0"
"","20931016","32.4","24.2","17.8","0.0"
"","20931017","29.7","18.1","19.3","0.0"
"","20931018","32.2","17.5","18.7","0.0"
"","20931019","32.6","22.2","18.3","0.0"
"","20931020","32.9","21.3","19.5","0.0"
"","20931021","32.9","19.8","19.5","0.0"
"","20931022","30.8","15.2","19.7","24.4"
"","20931023","32.0","17.8","19.1","21.9"
"","20931024","29.1","9.0","19.9","34.7"
"","20931025","31.7","14.3","19.5","16.1"
"","20931026","31.9","17.7","19.9","0.0"
"","20931027","30.8","19.7","20.1","0.0"
"","20931028","30.0","16.0","19.2","19.4"
"","20931029","29.5","12.5","19.4","0.0"
"","20931030","30.6","17.7","19.5","15.0"
"","20931031","29.6","14.4","20.0","23.3"
"","20931101","30.6","18.5","21.1","15.1"
"","20931102","29.5","14.1","21.0","22.4"
"","20931103","30.6","16.5","21.0","5.7"
"","20931104","31.3","15.3","20.9","1.1"
"","20931105","29.1","15.7","20.8","5.2"
"","20931106","29.8","18.8","21.5","0.0"
"","20931107","31.9","25.0","21.3","0.0"
"","20931108","31.8","20.4","22.0","0.0"
"","20931109","32.9","24.1","21.7","0.0"
"","20931110","31.6","17.1","21.6","1.1"
"","20931111","31.6","19.2","21.2","5.7"
"","20931112","31.2","22.8","21.2","1.6"
"","20931113","31.0","19.0","21.7","40.7"
"","20931114","31.1","14.5","21.8","25.5"
"","20931115","30.1","19.3","21.5","5.4"
"","20931116","30.0","22.2","21.8","0.0"
"","20931117","31.0","21.3","21.1","0.0"
"","20931118","31.5","21.9","20.9","6.0"
"","20931119","31.7","13.9","21.2","14.6"
"","20931120","30.3","9.5","21.6","14.2"
"","20931121","27.6","13.0","21.6","20.2"
"","20931122","28.7","12.7","21.8","11.7"
"","20931123","29.3","15.8","21.7","2.8"
"","20931124","29.4","19.2","21.3","15.6"
"","20931125","28.3","19.6","20.0","0.9"
"","20931126","27.9","19.5","20.9","2.4"
"","20931127","27.9","17.3","21.0","2.8"
"","20931128","28.7","20.5","21.2","5.3"
"","20931129","30.0","19.0","22.2","0.0"
"","20931130","29.5","19.6","21.9","0.0"
"","20931201","30.2","19.0","21.9","4.6"
"","20931202","28.6","15.9","21.3","1.1"
"","20931203","28.1","17.1","21.9","0.7"
"","20931204","29.0","20.1","21.4","3.9"
"","20931205","29.2","18.4","21.7","1.6"
"","20931206","30.7","18.0","21.4","0.0"
"","20931207","30.7","19.8","21.8","0.0"
"","20931208","28.8","17.1","21.0","6.0"
"","20931209","29.2","8.0","19.7","14.3"
"","20931210","30.7","14.2","19.6","0.7"
"","20931211","26.8","21.8","21.1","5.3"
"","20931212","29.1","19.4","19.8","0.0"
"","20931213","28.3","25.4","18.8","0.0"
"","20931214","29.9","27.2","18.6","0.0"
"","20931215","29.5","27.0","17.9","0.0"
"","20931216","30.5","25.7","18.2","0.0"
"","20931217","30.9","23.4","18.5","0.0"
"","20931218","28.1","22.2","21.4","0.0"
"","20931219","28.1","19.8","21.1","5.7"
"","20931220","28.6","21.0","20.9","0.6"
"","20931221","28.3","21.6","21.8","0.0"
"","20931222","28.6","20.2","21.2","0.0"
"","20931223","28.6","22.2","21.0","0.0"
"","20931224","29.0","24.2","18.5","0.0"
"","20931225","30.0","27.4","17.8","0.0"
"","20931226","31.1","25.5","18.0","0.0"
"","20931227","31.2","26.2","18.2","0.0"
"","20931228","30.7","25.6","17.4","0.0"
"","20931229","30.2","25.7","18.1","0.0"
"","20931230","29.7","20.1","18.2","0.0"
"","20931231","30.5","12.4","19.5","1.5"
"","20940101","28.8","16.4","20.7","6.3"
"","20940102","28.6","21.1","20.4","0.0"
"","20940103","30.5","18.1","21.3","0.0"
"","20940104","27.3","16.9","20.9","8.6"
"","20940105","29.1","19.4","20.5","6.3"
"","20940106","30.3","21.3","20.9","0.0"
"","20940107","31.2","16.0","20.7","0.0"
"","20940108","31.1","19.1","20.8","0.0"
"","20940109","29.1","20.7","21.6","0.0"
"","20940110","30.3","26.5","20.4","0.0"
"","20940111","30.3","20.8","18.9","0.0"
"","20940112","31.8","22.7","18.3","0.0"
"","20940113","28.6","16.7","21.6","0.0"
"","20940114","29.5","14.9","21.5","17.4"
"","20940115","29.2","15.6","21.7","19.1"
"","20940116","28.0","10.6","20.8","22.4"
"","20940117","29.3","20.8","20.4","0.0"
"","20940118","29.2","22.2","20.1","0.0"
"","20940119","31.4","25.3","19.0","0.0"
"","20940120","31.3","26.3","18.1","0.0"
"","20940121","31.2","23.0","20.3","0.0"
"","20940122","32.4","25.7","19.9","0.0"
"","20940123","33.9","24.6","20.3","0.0"
"","20940124","31.1","18.5","20.4","54.9"
"","20940125","32.2","21.3","19.4","0.0"
"","20940126","29.9","25.2","18.8","0.0"
"","20940127","30.5","27.0","19.3","0.0"
"","20940128","32.5","28.3","18.1","0.0"
"","20940129","33.1","21.0","18.5","0.0"
"","20940130","31.1","23.2","19.9","0.0"
"","20940131","30.4","20.7","19.7","0.0"
"","20940201","33.0","25.8","19.8","0.0"
"","20940202","34.6","17.4","20.7","29.7"
"","20940203","34.8","18.0","20.3","0.0"
"","20940204","32.4","17.2","21.5","0.0"
"","20940205","35.4","23.1","19.6","0.0"
"","20940206","32.3","22.3","21.9","0.0"
"","20940207","31.2","22.0","21.3","0.0"
"","20940208","31.0","19.5","21.7","0.0"
"","20940209","30.0","14.5","21.1","18.6"
"","20940210","31.6","19.1","20.8","0.0"
"","20940211","31.7","18.5","19.8","0.0"
"","20940212","32.3","25.9","18.8","0.0"
"","20940213","33.1","25.9","18.4","0.0"
"","20940214","32.1","23.6","20.2","0.0"
"","20940215","30.5","18.0","21.9","0.0"
"","20940216","30.7","22.1","22.1","23.9"
"","20940217","33.0","20.0","21.4","0.0"
"","20940218","35.6","24.7","21.0","0.0"
"","20940219","34.4","22.2","22.0","0.0"
"","20940220","33.1","24.9","21.7","0.0"
"","20940221","32.9","26.5","21.3","0.0"
"","20940222","29.9","19.1","21.2","0.0"
"","20940223","31.7","18.7","20.8","0.0"
"","20940224","30.2","20.8","20.6","0.0"
"","20940225","31.9","26.6","20.1","0.0"
"","20940226","33.6","25.9","20.4","0.0"
"","20940227","32.1","22.3","20.9","0.0"
"","20940228","34.3","20.0","20.4","0.0"
"","20940301","32.7","21.5","21.1","0.0"
"","20940302","28.2","25.1","20.3","12.3"
"","20940303","29.9","24.8","19.7","0.0"
"","20940304","31.2","26.7","19.1","0.0"
"","20940305","31.6","26.6","19.3","0.0"
"","20940306","32.1","28.3","18.9","0.0"
"","20940307","32.6","27.2","18.6","0.0"
"","20940308","32.6","22.8","20.4","0.0"
"","20940309","31.9","23.0","22.0","0.0"
"","20940310","27.4","20.1","21.9","0.0"
"","20940311","28.8","19.0","22.3","11.1"
"","20940312","30.4","15.8","22.0","45.9"
"","20940313","32.0","14.5","21.2","29.7"
"","20940314","31.1","24.5","20.7","0.0"
"","20940315","31.2","25.5","21.3","0.0"
"","20940316","31.5","26.6","20.5","0.0"
"","20940317","31.5","27.8","19.9","0.0"
"","20940318","32.2","24.3","19.8","0.0"
"","20940319","32.2","21.8","21.9","0.0"
"","20940320","29.7","22.4","22.2","0.0"
"","20940321","31.2","23.9","21.6","0.0"
"","20940322","31.0","26.7","21.5","0.0"
"","20940323","31.3","25.5","21.7","0.0"
"","20940324","30.8","25.5","21.3","0.0"
"","20940325","31.0","21.0","21.2","0.0"
"","20940326","31.8","23.6","21.4","0.0"
"","20940327","30.2","18.0","22.2","0.0"
"","20940328","32.4","16.4","22.2","31.8"
"","20940329","31.8","17.1","22.5","41.4"
"","20940330","32.0","17.6","21.7","0.0"
"","20940331","32.3","17.2","22.1","9.6"
"","20940401","32.8","19.5","22.4","52.8"
"","20940402","30.8","12.2","20.8","0.0"
"","20940403","30.5","16.3","20.9","5.6"
"","20940404","30.8","14.7","20.4","6.3"
"","20940405","31.4","23.2","20.3","0.0"
"","20940406","31.7","20.8","20.7","7.2"
"","20940407","28.5","21.7","20.6","0.0"
"","20940408","30.5","19.5","20.3","31.1"
"","20940409","30.8","19.7","20.3","43.7"
"","20940410","30.7","17.0","20.9","26.6"
"","20940411","28.6","17.2","21.7","75.2"
"","20940412","26.5","19.4","21.2","7.3"
"","20940413","28.2","17.8","20.7","31.7"
"","20940414","28.2","12.3","20.6","15.1"
"","20940415","28.4","15.2","20.3","16.0"
"","20940416","29.2","19.3","20.1","0.0"
"","20940417","29.7","20.7","20.4","0.0"
"","20940418","30.8","22.0","20.5","4.0"
"","20940419","31.6","24.8","20.8","0.0"
"","20940420","30.9","22.6","21.0","0.0"
"","20940421","26.6","21.7","20.8","5.0"
"","20940422","28.2","20.7","20.8","6.0"
"","20940423","31.7","25.8","20.8","0.0"
"","20940424","30.6","22.8","21.3","13.2"
"","20940425","27.4","17.2","21.1","6.2"
"","20940426","29.1","16.3","20.6","0.0"
"","20940427","31.1","21.6","21.0","0.0"
"","20940428","29.1","20.0","20.9","0.0"
"","20940429","28.6","17.0","20.2","0.0"
"","20940430","29.3","16.2","20.1","12.8"
"","20940501","28.7","13.6","20.0","22.2"
"","20940502","27.3","10.6","21.5","19.0"
"","20940503","28.0","17.9","21.5","44.4"
"","20940504","27.3","8.1","21.4","30.1"
"","20940505","29.7","14.0","21.4","25.3"
"","20940506","28.3","19.4","21.3","8.6"
"","20940507","30.5","15.4","21.6","0.9"
"","20940508","29.6","18.4","21.5","0.0"
"","20940509","31.1","21.9","20.6","0.0"
"","20940510","32.7","22.6","20.5","0.0"
"","20940511","32.4","22.4","21.5","2.0"
"","20940512","32.0","23.0","22.0","0.8"
"","20940513","30.0","20.4","21.0","0.0"
"","20940514","30.8","20.5","21.1","0.0"
"","20940515","29.2","20.5","21.8","0.0"
"","20940516","29.3","20.7","21.6","0.0"
"","20940517","30.1","21.4","21.1","0.0"
"","20940518","30.5","23.1","20.7","0.0"
"","20940519","29.6","19.8","20.6","0.0"
"","20940520","29.8","24.9","19.2","0.0"
"","20940521","30.3","23.5","19.1","0.0"
"","20940522","29.7","23.2","19.1","0.0"
"","20940523","29.8","22.4","18.7","0.0"
"","20940524","29.2","19.6","17.9","0.0"
"","20940525","30.4","21.4","17.3","0.0"
"","20940526","30.3","19.2","17.1","0.0"
"","20940527","30.4","22.8","17.6","0.0"
"","20940528","29.5","21.0","19.6","0.6"
"","20940529","29.2","18.9","19.7","0.0"
"","20940530","30.0","16.8","18.2","0.0"
"","20940531","30.2","17.0","17.2","2.0"
"","20940601","28.2","18.1","19.4","0.7"
"","20940602","29.0","19.5","19.3","0.0"
"","20940603","29.4","16.8","17.9","0.0"
"","20940604","29.9","16.2","17.2","0.0"
"","20940605","29.1","20.6","16.9","0.0"
"","20940606","28.8","19.5","16.8","0.0"
"","20940607","29.2","21.2","16.4","0.0"
"","20940608","24.4","12.2","19.1","0.0"
"","20940609","28.9","13.4","19.7","0.0"
"","20940610","29.7","23.5","19.5","0.0"
"","20940611","29.1","22.8","18.2","0.0"
"","20940612","28.5","15.7","18.7","0.0"
"","20940613","30.8","19.6","17.9","0.0"
"","20940614","30.7","22.5","17.6","0.0"
"","20940615","31.2","18.1","18.2","0.0"
"","20940616","28.0","19.0","19.1","13.9"
"","20940617","27.6","12.7","19.8","0.0"
"","20940618","28.2","15.4","17.7","0.0"
"","20940619","29.5","16.2","16.6","0.0"
"","20940620","30.5","11.7","17.5","0.0"
"","20940621","28.3","9.9","17.7","0.0"
"","20940622","29.6","16.8","17.8","0.0"
"","20940623","28.3","18.9","17.8","0.0"
"","20940624","27.8","13.4","19.0","0.0"
"","20940625","28.7","12.8","18.4","0.0"
"","20940626","28.1","14.8","18.7","0.0"
"","20940627","28.3","17.1","18.8","0.0"
"","20940628","29.0","19.0","18.7","0.0"
"","20940629","27.8","14.1","18.4","5.3"
"","20940630","27.9","18.3","18.1","3.6"
"","20940701","28.4","15.4","17.6","0.0"
"","20940702","27.2","19.4","16.5","0.0"
"","20940703","27.7","16.1","16.1","0.0"
"","20940704","28.3","23.6","16.2","0.0"
"","20940705","29.0","19.9","15.5","0.0"
"","20940706","29.7","23.9","15.7","0.0"
"","20940707","28.2","20.9","15.4","0.0"
"","20940708","28.5","17.1","16.3","0.0"
"","20940709","28.2","16.5","16.0","0.0"
"","20940710","27.8","14.4","15.9","2.7"
"","20940711","28.1","11.7","15.3","0.0"
"","20940712","29.5","16.4","16.8","0.0"
"","20940713","29.5","18.9","15.9","0.0"
"","20940714","29.4","19.6","16.7","0.0"
"","20940715","30.2","23.6","16.7","0.0"
"","20940716","29.2","20.2","16.1","0.0"
"","20940717","29.5","19.6","16.9","0.0"
"","20940718","29.0","19.5","16.1","0.0"
"","20940719","26.1","18.0","18.9","6.9"
"","20940720","27.4","14.7","18.7","0.0"
"","20940721","28.9","11.9","18.5","0.0"
"","20940722","27.6","12.8","18.5","0.0"
"","20940723","27.7","14.1","17.7","0.0"
"","20940724","29.4","21.3","16.9","0.0"
"","20940725","29.0","20.1","18.8","0.0"
"","20940726","30.5","19.4","18.2","0.0"
"","20940727","30.0","21.0","17.8","0.0"
"","20940728","31.6","24.8","17.0","0.0"
"","20940729","31.8","24.1","17.0","0.0"
"","20940730","30.3","18.4","19.0","2.9"
"","20940731","27.4","19.9","19.4","0.0"
"","20940801","29.4","21.7","18.1","0.0"
"","20940802","29.8","17.2","16.0","0.0"
"","20940803","28.4","10.9","17.8","0.9"
"","20940804","28.6","16.9","17.7","0.0"
"","20940805","28.6","16.3","17.2","0.0"
"","20940806","29.2","14.7","16.6","1.0"
"","20940807","29.8","14.0","17.3","0.0"
"","20940808","28.9","22.2","16.6","0.0"
"","20940809","27.5","14.7","16.6","1.8"
"","20940810","29.3","16.3","16.1","0.0"
"","20940811","28.7","17.2","16.7","0.0"
"","20940812","26.6","13.9","18.1","3.1"
"","20940813","27.4","12.7","16.8","3.5"
"","20940814","29.3","15.7","16.2","0.0"
"","20940815","29.3","23.1","17.8","0.0"
"","20940816","29.4","19.6","17.8","0.0"
"","20940817","31.0","18.9","17.1","0.0"
"","20940818","29.8","17.2","16.4","0.0"
"","20940819","28.9","15.9","16.0","0.0"
"","20940820","29.3","19.5","14.6","0.0"
"","20940821","29.7","17.4","17.2","0.0"
"","20940822","29.4","15.0","17.2","0.0"
"","20940823","29.0","16.1","16.6","0.0"
"","20940824","29.9","17.7","16.3","0.0"
"","20940825","30.9","23.3","15.1","0.0"
"","20940826","30.9","21.7","15.5","0.0"
"","20940827","29.8","24.3","16.2","0.0"
"","20940828","30.4","21.2","15.5","0.0"
"","20940829","29.2","16.4","17.0","0.0"
"","20940830","29.8","19.1","17.0","0.0"
"","20940831","30.0","23.8","16.2","0.0"
"","20940901","30.2","23.9","17.5","0.0"
"","20940902","31.2","22.7","16.3","0.0"
"","20940903","30.6","22.3","17.2","0.0"
"","20940904","29.7","22.5","17.5","0.0"
"","20940905","31.1","24.1","16.7","0.0"
"","20940906","32.4","23.2","16.3","0.0"
"","20940907","30.9","24.4","17.4","0.0"
"","20940908","30.8","24.4","17.8","0.0"
"","20940909","31.5","27.0","17.6","0.0"
"","20940910","31.4","25.7","17.9","0.0"
"","20940911","31.5","23.4","17.2","0.0"
"","20940912","30.9","22.1","17.3","0.0"
"","20940913","31.0","24.3","16.4","0.0"
"","20940914","30.4","16.9","17.9","0.0"
"","20940915","31.1","16.6","16.9","0.0"
"","20940916","29.1","17.9","17.7","0.0"
"","20940917","31.4","17.0","17.0","0.0"
"","20940918","32.4","21.2","17.3","0.0"
"","20940919","30.9","20.0","18.1","0.0"
"","20940920","31.7","23.5","17.7","0.0"
"","20940921","31.9","25.1","18.4","0.0"
"","20940922","31.8","21.2","18.0","0.0"
"","20940923","32.0","20.3","17.5","0.0"
"","20940924","31.3","20.0","17.7","0.0"
"","20940925","31.3","22.3","18.1","0.0"
"","20940926","30.3","20.6","18.5","0.0"
"","20940927","29.9","15.0","18.7","2.8"
"","20940928","28.9","17.4","19.1","17.2"
"","20940929","28.7","14.5","17.9","0.0"
"","20940930","29.7","22.3","16.4","0.0"
"","20941001","28.8","22.0","17.8","4.0"
"","20941002","28.6","16.7","19.1","0.0"
"","20941003","30.5","15.5","18.1","0.0"
"","20941004","31.4","17.8","18.0","0.0"
"","20941005","31.9","20.8","17.5","0.0"
"","20941006","32.9","23.6","18.7","0.0"
"","20941007","33.1","23.6","19.1","0.0"
"","20941008","33.0","21.6","19.2","0.0"
"","20941009","33.7","24.9","17.6","0.0"
"","20941010","34.6","27.8","17.3","0.0"
"","20941011","34.2","28.6","17.1","0.0"
"","20941012","33.2","25.1","17.1","0.0"
"","20941013","33.3","21.7","19.5","0.0"
"","20941014","32.3","20.1","18.9","10.5"
"","20941015","31.2","19.4","19.3","0.0"
"","20941016","28.3","15.6","19.2","6.6"
"","20941017","28.5","13.5","19.6","16.7"
"","20941018","31.1","17.0","19.0","0.0"
"","20941019","30.8","15.5","18.1","0.0"
"","20941020","31.0","12.6","19.4","0.0"
"","20941021","31.7","13.8","19.4","0.0"
"","20941022","32.2","15.5","18.9","0.0"
"","20941023","30.3","17.6","19.8","6.4"
"","20941024","31.4","16.7","19.1","35.3"
"","20941025","29.3","19.7","20.0","27.6"
"","20941026","30.3","18.3","19.9","0.0"
"","20941027","29.3","13.0","19.8","0.0"
"","20941028","26.9","14.5","19.3","0.0"
"","20941029","28.8","17.6","19.8","10.4"
"","20941030","29.3","20.9","20.4","23.8"
"","20941031","31.7","20.5","20.4","0.0"
"","20941101","31.4","21.7","19.6","0.0"
"","20941102","31.8","18.6","20.7","0.8"
"","20941103","30.8","17.8","20.7","0.0"
"","20941104","30.1","17.7","20.8","5.8"
"","20941105","29.9","20.0","20.4","24.9"
"","20941106","28.8","16.5","20.5","4.3"
"","20941107","28.0","13.0","20.8","26.1"
"","20941108","29.7","10.1","20.3","4.4"
